ClassID: 151 | ClassName: BA-PTON260513 | CourseID: 200 | CourseName: Kỹ năng khơi gợi yêu cầu | Total: 26 | Passed: 0 | PassRate: 0.00%
ClassID: 84 | ClassName: HN-K25-QTKD1 | CourseID: 188 | CourseName: [DTB201] Chuyển đổi số trong kinh doanh | Total: 37 | Passed: 21 | PassRate: 56.76%
ClassID: 84 | ClassName: HN-K25-QTKD1 | CourseID: 178 | CourseName: [DTB202] Chuyển đổi số trong doanh nghiệp | Total: 37 | Passed: 23 | PassRate: 62.16%
ClassID: 84 | ClassName: HN-K25-QTKD1 | CourseID: 69 | CourseName: [MAN101] - Quản trị học căn bản | Total: 41 | Passed: 40 | PassRate: 97.56%
ClassID: 84 | ClassName: HN-K25-QTKD1 | CourseID: 157 | CourseName: [MAN103] - Quản trị doanh nghiệp tổng hợp | Total: 40 | Passed: 28 | PassRate: 70.00%
ClassID: 84 | ClassName: HN-K25-QTKD1 | CourseID: 169 | CourseName: [MAN104] Quản trị vận hành doanh nghiệp | Total: 38 | Passed: 27 | PassRate: 71.05%
ClassID: 84 | ClassName: HN-K25-QTKD1 | CourseID: 158 | CourseName: [PRJ301] Dự án kinh doanh số 1 | Total: 40 | Passed: 36 | PassRate: 90.00%
ClassID: 84 | ClassName: HN-K25-QTKD1 | CourseID: 218 | CourseName: [PRJ302] Dự án kinh doanh số 2 | Total: 33 | Passed: 0 | PassRate: 0.00%
ClassID: 84 | ClassName: HN-K25-QTKD1 | CourseID: 82 | CourseName: [SEL101] Kỹ năng bán hàng | Total: 40 | Passed: 36 | PassRate: 90.00%
ClassID: 84 | ClassName: HN-K25-QTKD1 | CourseID: 86 | CourseName: [SKL101] - Kỹ năng tư duy phân tích và học tập chủ động | Total: 41 | Passed: 41 | PassRate: 100.00%
ClassID: 84 | ClassName: HN-K25-QTKD1 | CourseID: 108 | CourseName: [SKL102] Tin học văn phòng | Total: 41 | Passed: 27 | PassRate: 65.85%
ClassID: 84 | ClassName: HN-K25-QTKD1 | CourseID: 187 | CourseName: [SKL103] Kỹ năng làm việc nhóm và giải quyết xung đột | Total: 37 | Passed: 32 | PassRate: 86.49%
ClassID: 83 | ClassName: HN-K25-QTKD2 | CourseID: 107 | CourseName: [DA201] CSDL và truy vấn dữ liệu với SQL | Total: 41 | Passed: 38 | PassRate: 92.68%
ClassID: 83 | ClassName: HN-K25-QTKD2 | CourseID: 130 | CourseName: [DA202] Phân tích dữ liệu trong kinh doanh | Total: 41 | Passed: 39 | PassRate: 95.12%
ClassID: 83 | ClassName: HN-K25-QTKD2 | CourseID: 188 | CourseName: [DTB201] Chuyển đổi số trong kinh doanh | Total: 40 | Passed: 34 | PassRate: 85.00%
ClassID: 83 | ClassName: HN-K25-QTKD2 | CourseID: 178 | CourseName: [DTB202] Chuyển đổi số trong doanh nghiệp | Total: 40 | Passed: 35 | PassRate: 87.50%
ClassID: 83 | ClassName: HN-K25-QTKD2 | CourseID: 69 | CourseName: [MAN101] - Quản trị học căn bản | Total: 40 | Passed: 40 | PassRate: 100.00%
ClassID: 83 | ClassName: HN-K25-QTKD2 | CourseID: 157 | CourseName: [MAN103] - Quản trị doanh nghiệp tổng hợp | Total: 41 | Passed: 36 | PassRate: 87.80%
ClassID: 83 | ClassName: HN-K25-QTKD2 | CourseID: 169 | CourseName: [MAN104] Quản trị vận hành doanh nghiệp | Total: 40 | Passed: 36 | PassRate: 90.00%
ClassID: 83 | ClassName: HN-K25-QTKD2 | CourseID: 158 | CourseName: [PRJ301] Dự án kinh doanh số 1 | Total: 41 | Passed: 39 | PassRate: 95.12%
ClassID: 83 | ClassName: HN-K25-QTKD2 | CourseID: 218 | CourseName: [PRJ302] Dự án kinh doanh số 2 | Total: 40 | Passed: 0 | PassRate: 0.00%
ClassID: 83 | ClassName: HN-K25-QTKD2 | CourseID: 82 | CourseName: [SEL101] Kỹ năng bán hàng | Total: 41 | Passed: 36 | PassRate: 87.80%
ClassID: 83 | ClassName: HN-K25-QTKD2 | CourseID: 86 | CourseName: [SKL101] - Kỹ năng tư duy phân tích và học tập chủ động | Total: 40 | Passed: 39 | PassRate: 97.50%
ClassID: 83 | ClassName: HN-K25-QTKD2 | CourseID: 108 | CourseName: [SKL102] Tin học văn phòng | Total: 41 | Passed: 35 | PassRate: 85.37%
ClassID: 83 | ClassName: HN-K25-QTKD2 | CourseID: 187 | CourseName: [SKL103] Kỹ năng làm việc nhóm và giải quyết xung đột | Total: 40 | Passed: 36 | PassRate: 90.00%
ClassID: 82 | ClassName: HN-K25-QTKD3 | CourseID: 107 | CourseName: [DA201] CSDL và truy vấn dữ liệu với SQL | Total: 33 | Passed: 25 | PassRate: 75.76%
ClassID: 82 | ClassName: HN-K25-QTKD3 | CourseID: 130 | CourseName: [DA202] Phân tích dữ liệu trong kinh doanh | Total: 33 | Passed: 28 | PassRate: 84.85%
ClassID: 82 | ClassName: HN-K25-QTKD3 | CourseID: 188 | CourseName: [DTB201] Chuyển đổi số trong kinh doanh | Total: 28 | Passed: 19 | PassRate: 67.86%
ClassID: 82 | ClassName: HN-K25-QTKD3 | CourseID: 178 | CourseName: [DTB202] Chuyển đổi số trong doanh nghiệp | Total: 27 | Passed: 24 | PassRate: 88.89%
ClassID: 82 | ClassName: HN-K25-QTKD3 | CourseID: 69 | CourseName: [MAN101] - Quản trị học căn bản | Total: 33 | Passed: 29 | PassRate: 87.88%
ClassID: 82 | ClassName: HN-K25-QTKD3 | CourseID: 157 | CourseName: [MAN103] - Quản trị doanh nghiệp tổng hợp | Total: 32 | Passed: 21 | PassRate: 65.62%
ClassID: 82 | ClassName: HN-K25-QTKD3 | CourseID: 169 | CourseName: [MAN104] Quản trị vận hành doanh nghiệp | Total: 28 | Passed: 22 | PassRate: 78.57%
ClassID: 82 | ClassName: HN-K25-QTKD3 | CourseID: 158 | CourseName: [PRJ301] Dự án kinh doanh số 1 | Total: 32 | Passed: 29 | PassRate: 90.62%
ClassID: 82 | ClassName: HN-K25-QTKD3 | CourseID: 218 | CourseName: [PRJ302] Dự án kinh doanh số 2 | Total: 27 | Passed: 0 | PassRate: 0.00%
ClassID: 82 | ClassName: HN-K25-QTKD3 | CourseID: 82 | CourseName: [SEL101] Kỹ năng bán hàng | Total: 33 | Passed: 29 | PassRate: 87.88%
ClassID: 82 | ClassName: HN-K25-QTKD3 | CourseID: 86 | CourseName: [SKL101] - Kỹ năng tư duy phân tích và học tập chủ động | Total: 34 | Passed: 33 | PassRate: 97.06%
ClassID: 82 | ClassName: HN-K25-QTKD3 | CourseID: 108 | CourseName: [SKL102] Tin học văn phòng | Total: 33 | Passed: 27 | PassRate: 81.82%
ClassID: 82 | ClassName: HN-K25-QTKD3 | CourseID: 187 | CourseName: [SKL103] Kỹ năng làm việc nhóm và giải quyết xung đột | Total: 27 | Passed: 25 | PassRate: 92.59%
ClassID: 25 | ClassName: HN-KS23A-PTIT | CourseID: 47 | CourseName: [ITTTRK301-K24] - Thực tập kỳ I | Total: 62 | Passed: 40 | PassRate: 64.52%
ClassID: 25 | ClassName: HN-KS23A-PTIT | CourseID: 36 | CourseName: [ITTTRK303-K23] - Thực tập học kỳ II | Total: 62 | Passed: 26 | PassRate: 41.94%
ClassID: 25 | ClassName: HN-KS23A-PTIT | CourseID: 18 | CourseName: IT101-K24 | Total: 62 | Passed: 62 | PassRate: 100.00%
ClassID: 25 | ClassName: HN-KS23A-PTIT | CourseID: 16 | CourseName: IT102-K24 | Total: 62 | Passed: 56 | PassRate: 90.32%
ClassID: 25 | ClassName: HN-KS23A-PTIT | CourseID: 17 | CourseName: IT103-K24 | Total: 62 | Passed: 29 | PassRate: 46.77%
ClassID: 25 | ClassName: HN-KS23A-PTIT | CourseID: 38 | CourseName: Lập trình Frontend với NextJs | Total: 7 | Passed: 4 | PassRate: 57.14%
ClassID: 25 | ClassName: HN-KS23A-PTIT | CourseID: 37 | CourseName: Lập trình Frontend với ReactJs | Total: 62 | Passed: 36 | PassRate: 58.06%
ClassID: 25 | ClassName: HN-KS23A-PTIT | CourseID: 26 | CourseName: Lập trình Frontend với VueJS | Total: 62 | Passed: 27 | PassRate: 43.55%
ClassID: 26 | ClassName: HN-KS23B-PTIT | CourseID: 30 | CourseName: [IT201-K23] Cấu trúc dữ liệu và giải thuật | Total: 38 | Passed: 33 | PassRate: 86.84%
ClassID: 26 | ClassName: HN-KS23B-PTIT | CourseID: 34 | CourseName: [IT202-K23] Cơ sở dữ liệu | Total: 37 | Passed: 35 | PassRate: 94.59%
ClassID: 26 | ClassName: HN-KS23B-PTIT | CourseID: 39 | CourseName: [IT203-K23] - Java Fundamental | Total: 31 | Passed: 28 | PassRate: 90.32%
ClassID: 26 | ClassName: HN-KS23B-PTIT | CourseID: 48 | CourseName: [IT204-K23] - Lập trình ứng dụng Web | Total: 27 | Passed: 25 | PassRate: 92.59%
ClassID: 26 | ClassName: HN-KS23B-PTIT | CourseID: 64 | CourseName: [IT205-K23] - Java Web Services | Total: 36 | Passed: 34 | PassRate: 94.44%
ClassID: 26 | ClassName: HN-KS23B-PTIT | CourseID: 84 | CourseName: [IT206-K23] - Kỹ năng ứng dụng AI vào học tập và phát triển phần mềm | Total: 35 | Passed: 28 | PassRate: 80.00%
ClassID: 26 | ClassName: HN-KS23B-PTIT | CourseID: 83 | CourseName: [IT207-K23] - Lập trình Mobile App với React native | Total: 35 | Passed: 27 | PassRate: 77.14%
ClassID: 26 | ClassName: HN-KS23B-PTIT | CourseID: 111 | CourseName: [IT208-K23] - Ứng dụng học máy với Python | Total: 35 | Passed: 28 | PassRate: 80.00%
ClassID: 26 | ClassName: HN-KS23B-PTIT | CourseID: 142 | CourseName: [IT209-K23] - Devops cơ bản | Total: 35 | Passed: 25 | PassRate: 71.43%
ClassID: 26 | ClassName: HN-KS23B-PTIT | CourseID: 80 | CourseName: [ITTTRK303-K23] - Thực tập học kỳ III | Total: 29 | Passed: 29 | PassRate: 100.00%
ClassID: 48 | ClassName: HN-KS24-CNTT1 | CourseID: 194 | CourseName: [ IT211 - K24 ] Java Web Service | Total: 42 | Passed: 33 | PassRate: 78.57%
ClassID: 48 | ClassName: HN-KS24-CNTT1 | CourseID: 120 | CourseName: [IOC-BE] Java Fudamental - JDBC | Total: 22 | Passed: 0 | PassRate: 0.00%
ClassID: 48 | ClassName: HN-KS24-CNTT1 | CourseID: 214 | CourseName: [IT-212] AI Application in Action | Total: 38 | Passed: 35 | PassRate: 92.11%
ClassID: 48 | ClassName: HN-KS24-CNTT1 | CourseID: 54 | CourseName: [IT104-K24] - Lập trình Frontend với React.js | Total: 44 | Passed: 40 | PassRate: 90.91%
ClassID: 48 | ClassName: HN-KS24-CNTT1 | CourseID: 118 | CourseName: [IT106-K24] Phát triển phần mềm với Agile / Scrum | Total: 43 | Passed: 37 | PassRate: 86.05%
ClassID: 48 | ClassName: HN-KS24-CNTT1 | CourseID: 56 | CourseName: [IT201-K24] Cấu trúc dữ liệu và giải thuật | Total: 43 | Passed: 38 | PassRate: 88.37%
ClassID: 48 | ClassName: HN-KS24-CNTT1 | CourseID: 162 | CourseName: [IT203B- K24] - Java Advanced | Total: 43 | Passed: 27 | PassRate: 62.79%
ClassID: 48 | ClassName: HN-KS24-CNTT1 | CourseID: 177 | CourseName: [IT210 - K24] - Java Web Application | Total: 41 | Passed: 30 | PassRate: 73.17%
ClassID: 48 | ClassName: HN-KS24-CNTT1 | CourseID: 207 | CourseName: [SKL01 - CNTT] Kỹ năng làm việc nhóm và giải quyết xung đột | Total: 38 | Passed: 35 | PassRate: 92.11%
ClassID: 48 | ClassName: HN-KS24-CNTT1 | CourseID: 102 | CourseName: IT105-K24 Phân tích thiết kế hệ thống | Total: 43 | Passed: 39 | PassRate: 90.70%
ClassID: 48 | ClassName: HN-KS24-CNTT1 | CourseID: 123 | CourseName: IT202 - K24 - Cơ sở dữ liệu | Total: 43 | Passed: 35 | PassRate: 81.40%
ClassID: 48 | ClassName: HN-KS24-CNTT1 | CourseID: 140 | CourseName: IT203A-K24 - Java Fundamental | Total: 44 | Passed: 32 | PassRate: 72.73%
ClassID: 48 | ClassName: HN-KS24-CNTT1 | CourseID: 122 | CourseName: ITTTRK302-K24 Thực tập kì II | Total: 43 | Passed: 37 | PassRate: 86.05%
ClassID: 49 | ClassName: HN-KS24-CNTT2 | CourseID: 194 | CourseName: [ IT211 - K24 ] Java Web Service | Total: 40 | Passed: 37 | PassRate: 92.50%
ClassID: 49 | ClassName: HN-KS24-CNTT2 | CourseID: 214 | CourseName: [IT-212] AI Application in Action | Total: 39 | Passed: 39 | PassRate: 100.00%
ClassID: 49 | ClassName: HN-KS24-CNTT2 | CourseID: 54 | CourseName: [IT104-K24] - Lập trình Frontend với React.js | Total: 43 | Passed: 38 | PassRate: 88.37%
ClassID: 49 | ClassName: HN-KS24-CNTT2 | CourseID: 118 | CourseName: [IT106-K24] Phát triển phần mềm với Agile / Scrum | Total: 42 | Passed: 40 | PassRate: 95.24%
ClassID: 49 | ClassName: HN-KS24-CNTT2 | CourseID: 56 | CourseName: [IT201-K24] Cấu trúc dữ liệu và giải thuật | Total: 42 | Passed: 41 | PassRate: 97.62%
ClassID: 49 | ClassName: HN-KS24-CNTT2 | CourseID: 162 | CourseName: [IT203B- K24] - Java Advanced | Total: 42 | Passed: 35 | PassRate: 83.33%
ClassID: 49 | ClassName: HN-KS24-CNTT2 | CourseID: 177 | CourseName: [IT210 - K24] - Java Web Application | Total: 40 | Passed: 36 | PassRate: 90.00%
ClassID: 49 | ClassName: HN-KS24-CNTT2 | CourseID: 207 | CourseName: [SKL01 - CNTT] Kỹ năng làm việc nhóm và giải quyết xung đột | Total: 39 | Passed: 39 | PassRate: 100.00%
ClassID: 49 | ClassName: HN-KS24-CNTT2 | CourseID: 102 | CourseName: IT105-K24 Phân tích thiết kế hệ thống | Total: 42 | Passed: 40 | PassRate: 95.24%
ClassID: 49 | ClassName: HN-KS24-CNTT2 | CourseID: 123 | CourseName: IT202 - K24 - Cơ sở dữ liệu | Total: 42 | Passed: 37 | PassRate: 88.10%
ClassID: 49 | ClassName: HN-KS24-CNTT2 | CourseID: 140 | CourseName: IT203A-K24 - Java Fundamental | Total: 42 | Passed: 38 | PassRate: 90.48%
ClassID: 49 | ClassName: HN-KS24-CNTT2 | CourseID: 122 | CourseName: ITTTRK302-K24 Thực tập kì II | Total: 42 | Passed: 40 | PassRate: 95.24%
ClassID: 156 | ClassName: HN-KS24-CNTT3 | CourseID: 194 | CourseName: [ IT211 - K24 ] Java Web Service | Total: 48 | Passed: 30 | PassRate: 62.50%
ClassID: 156 | ClassName: HN-KS24-CNTT3 | CourseID: 214 | CourseName: [IT-212] AI Application in Action | Total: 43 | Passed: 38 | PassRate: 88.37%
ClassID: 156 | ClassName: HN-KS24-CNTT3 | CourseID: 207 | CourseName: [SKL01 - CNTT] Kỹ năng làm việc nhóm và giải quyết xung đột | Total: 43 | Passed: 37 | PassRate: 86.05%
ClassID: 50 | ClassName: HN-KS24-CNTT3 - cũ | CourseID: 120 | CourseName: [IOC-BE] Java Fudamental - JDBC | Total: 22 | Passed: 0 | PassRate: 0.00%
ClassID: 50 | ClassName: HN-KS24-CNTT3 - cũ | CourseID: 70 | CourseName: [IT102-K24- Học lại ] - Lập trình cơ bản C | Total: 38 | Passed: 38 | PassRate: 100.00%
ClassID: 50 | ClassName: HN-KS24-CNTT3 - cũ | CourseID: 54 | CourseName: [IT104-K24] - Lập trình Frontend với React.js | Total: 43 | Passed: 40 | PassRate: 93.02%
ClassID: 50 | ClassName: HN-KS24-CNTT3 - cũ | CourseID: 118 | CourseName: [IT106-K24] Phát triển phần mềm với Agile / Scrum | Total: 35 | Passed: 26 | PassRate: 74.29%
ClassID: 50 | ClassName: HN-KS24-CNTT3 - cũ | CourseID: 56 | CourseName: [IT201-K24] Cấu trúc dữ liệu và giải thuật | Total: 44 | Passed: 27 | PassRate: 61.36%
ClassID: 50 | ClassName: HN-KS24-CNTT3 - cũ | CourseID: 162 | CourseName: [IT203B- K24] - Java Advanced | Total: 33 | Passed: 19 | PassRate: 57.58%
ClassID: 50 | ClassName: HN-KS24-CNTT3 - cũ | CourseID: 177 | CourseName: [IT210 - K24] - Java Web Application | Total: 34 | Passed: 14 | PassRate: 41.18%
ClassID: 50 | ClassName: HN-KS24-CNTT3 - cũ | CourseID: 102 | CourseName: IT105-K24 Phân tích thiết kế hệ thống | Total: 42 | Passed: 28 | PassRate: 66.67%
ClassID: 50 | ClassName: HN-KS24-CNTT3 - cũ | CourseID: 123 | CourseName: IT202 - K24 - Cơ sở dữ liệu | Total: 38 | Passed: 23 | PassRate: 60.53%
ClassID: 50 | ClassName: HN-KS24-CNTT3 - cũ | CourseID: 140 | CourseName: IT203A-K24 - Java Fundamental | Total: 38 | Passed: 24 | PassRate: 63.16%
ClassID: 50 | ClassName: HN-KS24-CNTT3 - cũ | CourseID: 122 | CourseName: ITTTRK302-K24 Thực tập kì II | Total: 36 | Passed: 29 | PassRate: 80.56%
ClassID: 51 | ClassName: HN-KS24-CNTT4 | CourseID: 194 | CourseName: [ IT211 - K24 ] Java Web Service | Total: 37 | Passed: 26 | PassRate: 70.27%
ClassID: 51 | ClassName: HN-KS24-CNTT4 | CourseID: 214 | CourseName: [IT-212] AI Application in Action | Total: 33 | Passed: 29 | PassRate: 87.88%
ClassID: 51 | ClassName: HN-KS24-CNTT4 | CourseID: 54 | CourseName: [IT104-K24] - Lập trình Frontend với React.js | Total: 42 | Passed: 37 | PassRate: 88.10%
ClassID: 51 | ClassName: HN-KS24-CNTT4 | CourseID: 118 | CourseName: [IT106-K24] Phát triển phần mềm với Agile / Scrum | Total: 42 | Passed: 39 | PassRate: 92.86%
ClassID: 51 | ClassName: HN-KS24-CNTT4 | CourseID: 56 | CourseName: [IT201-K24] Cấu trúc dữ liệu và giải thuật | Total: 84 | Passed: 79 | PassRate: 94.05%
ClassID: 51 | ClassName: HN-KS24-CNTT4 | CourseID: 162 | CourseName: [IT203B- K24] - Java Advanced | Total: 42 | Passed: 28 | PassRate: 66.67%
ClassID: 51 | ClassName: HN-KS24-CNTT4 | CourseID: 177 | CourseName: [IT210 - K24] - Java Web Application | Total: 38 | Passed: 28 | PassRate: 73.68%
ClassID: 51 | ClassName: HN-KS24-CNTT4 | CourseID: 207 | CourseName: [SKL01 - CNTT] Kỹ năng làm việc nhóm và giải quyết xung đột | Total: 35 | Passed: 32 | PassRate: 91.43%
ClassID: 51 | ClassName: HN-KS24-CNTT4 | CourseID: 102 | CourseName: IT105-K24 Phân tích thiết kế hệ thống | Total: 42 | Passed: 38 | PassRate: 90.48%
ClassID: 51 | ClassName: HN-KS24-CNTT4 | CourseID: 123 | CourseName: IT202 - K24 - Cơ sở dữ liệu | Total: 42 | Passed: 28 | PassRate: 66.67%
ClassID: 51 | ClassName: HN-KS24-CNTT4 | CourseID: 140 | CourseName: IT203A-K24 - Java Fundamental | Total: 42 | Passed: 34 | PassRate: 80.95%
ClassID: 51 | ClassName: HN-KS24-CNTT4 | CourseID: 122 | CourseName: ITTTRK302-K24 Thực tập kì II | Total: 42 | Passed: 37 | PassRate: 88.10%
ClassID: 52 | ClassName: HN-KS24-CNTT5 | CourseID: 120 | CourseName: [IOC-BE] Java Fudamental - JDBC | Total: 22 | Passed: 0 | PassRate: 0.00%
ClassID: 52 | ClassName: HN-KS24-CNTT5 | CourseID: 54 | CourseName: [IT104-K24] - Lập trình Frontend với React.js | Total: 38 | Passed: 27 | PassRate: 71.05%
ClassID: 52 | ClassName: HN-KS24-CNTT5 | CourseID: 118 | CourseName: [IT106-K24] Phát triển phần mềm với Agile / Scrum | Total: 32 | Passed: 25 | PassRate: 78.12%
ClassID: 52 | ClassName: HN-KS24-CNTT5 | CourseID: 56 | CourseName: [IT201-K24] Cấu trúc dữ liệu và giải thuật | Total: 39 | Passed: 20 | PassRate: 51.28%
ClassID: 52 | ClassName: HN-KS24-CNTT5 | CourseID: 162 | CourseName: [IT203B- K24] - Java Advanced | Total: 29 | Passed: 20 | PassRate: 68.97%
ClassID: 52 | ClassName: HN-KS24-CNTT5 | CourseID: 177 | CourseName: [IT210 - K24] - Java Web Application | Total: 29 | Passed: 11 | PassRate: 37.93%
ClassID: 52 | ClassName: HN-KS24-CNTT5 | CourseID: 102 | CourseName: IT105-K24 Phân tích thiết kế hệ thống | Total: 38 | Passed: 24 | PassRate: 63.16%
ClassID: 52 | ClassName: HN-KS24-CNTT5 | CourseID: 123 | CourseName: IT202 - K24 - Cơ sở dữ liệu | Total: 32 | Passed: 23 | PassRate: 71.88%
ClassID: 52 | ClassName: HN-KS24-CNTT5 | CourseID: 140 | CourseName: IT203A-K24 - Java Fundamental | Total: 31 | Passed: 17 | PassRate: 54.84%
ClassID: 52 | ClassName: HN-KS24-CNTT5 | CourseID: 122 | CourseName: ITTTRK302-K24 Thực tập kì II | Total: 32 | Passed: 21 | PassRate: 65.62%
ClassID: 55 | ClassName: HN-KS24-CNTT6	 | CourseID: 70 | CourseName: [IT102-K24- Học lại ] - Lập trình cơ bản C | Total: 38 | Passed: 37 | PassRate: 97.37%
ClassID: 55 | ClassName: HN-KS24-CNTT6	 | CourseID: 131 | CourseName: [IT103A-K25-Retake] Xây dựng giao diện web với HTML và CSS | Total: 33 | Passed: 9 | PassRate: 27.27%
ClassID: 55 | ClassName: HN-KS24-CNTT6	 | CourseID: 112 | CourseName: [IT103A-K25] Xây dựng giao diện web với HTML và CSS | Total: 33 | Passed: 0 | PassRate: 0.00%
ClassID: 55 | ClassName: HN-KS24-CNTT6	 | CourseID: 124 | CourseName: [IT103B-K25] Xây dựng ứng dụng web với Javascript | Total: 33 | Passed: 0 | PassRate: 0.00%
ClassID: 55 | ClassName: HN-KS24-CNTT6	 | CourseID: 57 | CourseName: [IT108-K25] - Nhập môn công nghệ thông tin | Total: 38 | Passed: 16 | PassRate: 42.11%
ClassID: 55 | ClassName: HN-KS24-CNTT6	 | CourseID: 104 | CourseName: [IT206-K25] - Kỹ năng ứng dụng AI vào học tập và phát triển phần mềm | Total: 37 | Passed: 10 | PassRate: 27.03%
ClassID: 55 | ClassName: HN-KS24-CNTT6	 | CourseID: 122 | CourseName: ITTTRK302-K24 Thực tập kì II | Total: 43 | Passed: 0 | PassRate: 0.00%
ClassID: 77 | ClassName: HN-KS25-CNTT1 | CourseID: 217 | CourseName: [IT-215] Phát triển dịch vụ Web với FastAPI | Total: 42 | Passed: 0 | PassRate: 0.00%
ClassID: 77 | ClassName: HN-KS25-CNTT1 | CourseID: 112 | CourseName: [IT103A-K25] Xây dựng giao diện web với HTML và CSS | Total: 35 | Passed: 24 | PassRate: 68.57%
ClassID: 77 | ClassName: HN-KS25-CNTT1 | CourseID: 124 | CourseName: [IT103B-K25] Xây dựng ứng dụng web với Javascript | Total: 47 | Passed: 18 | PassRate: 38.30%
ClassID: 77 | ClassName: HN-KS25-CNTT1 | CourseID: 57 | CourseName: [IT108-K25] - Nhập môn công nghệ thông tin | Total: 37 | Passed: 32 | PassRate: 86.49%
ClassID: 77 | ClassName: HN-KS25-CNTT1 | CourseID: 183 | CourseName: [IT202-K25] Cơ sở dữ liệu | Total: 47 | Passed: 34 | PassRate: 72.34%
ClassID: 77 | ClassName: HN-KS25-CNTT1 | CourseID: 193 | CourseName: [IT205-K25] Lập trình ứng dụng với Python | Total: 44 | Passed: 29 | PassRate: 65.91%
ClassID: 77 | ClassName: HN-KS25-CNTT1 | CourseID: 104 | CourseName: [IT206-K25] - Kỹ năng ứng dụng AI vào học tập và phát triển phần mềm | Total: 35 | Passed: 27 | PassRate: 77.14%
ClassID: 77 | ClassName: HN-KS25-CNTT1 | CourseID: 207 | CourseName: [SKL01 - CNTT] Kỹ năng làm việc nhóm và giải quyết xung đột | Total: 42 | Passed: 28 | PassRate: 66.67%
ClassID: 77 | ClassName: HN-KS25-CNTT1 | CourseID: 106 | CourseName: IT102-K25 Lập trình cơ bản C | Total: 35 | Passed: 17 | PassRate: 48.57%
ClassID: 76 | ClassName: HN-KS25-CNTT2 | CourseID: 217 | CourseName: [IT-215] Phát triển dịch vụ Web với FastAPI | Total: 43 | Passed: 0 | PassRate: 0.00%
ClassID: 76 | ClassName: HN-KS25-CNTT2 | CourseID: 112 | CourseName: [IT103A-K25] Xây dựng giao diện web với HTML và CSS | Total: 38 | Passed: 25 | PassRate: 65.79%
ClassID: 76 | ClassName: HN-KS25-CNTT2 | CourseID: 124 | CourseName: [IT103B-K25] Xây dựng ứng dụng web với Javascript | Total: 55 | Passed: 15 | PassRate: 27.27%
ClassID: 76 | ClassName: HN-KS25-CNTT2 | CourseID: 57 | CourseName: [IT108-K25] - Nhập môn công nghệ thông tin | Total: 38 | Passed: 31 | PassRate: 81.58%
ClassID: 76 | ClassName: HN-KS25-CNTT2 | CourseID: 183 | CourseName: [IT202-K25] Cơ sở dữ liệu | Total: 45 | Passed: 26 | PassRate: 57.78%
ClassID: 76 | ClassName: HN-KS25-CNTT2 | CourseID: 193 | CourseName: [IT205-K25] Lập trình ứng dụng với Python | Total: 43 | Passed: 33 | PassRate: 76.74%
ClassID: 76 | ClassName: HN-KS25-CNTT2 | CourseID: 104 | CourseName: [IT206-K25] - Kỹ năng ứng dụng AI vào học tập và phát triển phần mềm | Total: 38 | Passed: 29 | PassRate: 76.32%
ClassID: 76 | ClassName: HN-KS25-CNTT2 | CourseID: 207 | CourseName: [SKL01 - CNTT] Kỹ năng làm việc nhóm và giải quyết xung đột | Total: 43 | Passed: 25 | PassRate: 58.14%
ClassID: 76 | ClassName: HN-KS25-CNTT2 | CourseID: 106 | CourseName: IT102-K25 Lập trình cơ bản C | Total: 38 | Passed: 27 | PassRate: 71.05%
ClassID: 75 | ClassName: HN-KS25-CNTT3 | CourseID: 217 | CourseName: [IT-215] Phát triển dịch vụ Web với FastAPI | Total: 37 | Passed: 0 | PassRate: 0.00%
ClassID: 75 | ClassName: HN-KS25-CNTT3 | CourseID: 112 | CourseName: [IT103A-K25] Xây dựng giao diện web với HTML và CSS | Total: 43 | Passed: 34 | PassRate: 79.07%
ClassID: 75 | ClassName: HN-KS25-CNTT3 | CourseID: 124 | CourseName: [IT103B-K25] Xây dựng ứng dụng web với Javascript | Total: 47 | Passed: 21 | PassRate: 44.68%
ClassID: 75 | ClassName: HN-KS25-CNTT3 | CourseID: 57 | CourseName: [IT108-K25] - Nhập môn công nghệ thông tin | Total: 42 | Passed: 33 | PassRate: 78.57%
ClassID: 75 | ClassName: HN-KS25-CNTT3 | CourseID: 183 | CourseName: [IT202-K25] Cơ sở dữ liệu | Total: 42 | Passed: 22 | PassRate: 52.38%
ClassID: 75 | ClassName: HN-KS25-CNTT3 | CourseID: 193 | CourseName: [IT205-K25] Lập trình ứng dụng với Python | Total: 40 | Passed: 28 | PassRate: 70.00%
ClassID: 75 | ClassName: HN-KS25-CNTT3 | CourseID: 104 | CourseName: [IT206-K25] - Kỹ năng ứng dụng AI vào học tập và phát triển phần mềm | Total: 44 | Passed: 38 | PassRate: 86.36%
ClassID: 75 | ClassName: HN-KS25-CNTT3 | CourseID: 207 | CourseName: [SKL01 - CNTT] Kỹ năng làm việc nhóm và giải quyết xung đột | Total: 37 | Passed: 27 | PassRate: 72.97%
ClassID: 75 | ClassName: HN-KS25-CNTT3 | CourseID: 106 | CourseName: IT102-K25 Lập trình cơ bản C | Total: 42 | Passed: 19 | PassRate: 45.24%
ClassID: 74 | ClassName: HN-KS25-CNTT4 | CourseID: 217 | CourseName: [IT-215] Phát triển dịch vụ Web với FastAPI | Total: 42 | Passed: 0 | PassRate: 0.00%
